,process_number,decision_type,document_href,judgement_date,decision_text,judging_body,judge,district,justice_secret,publication_date
33,0073031-66.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925631e41c087efdd8bafec54ac705a3b031eb0c8c3cf6544d248,20230110,"DECISÃO MONOCRÁTICA. AGRAVO DE INSTRUMENTO. RECURSO INTERPOSTO SEM COMPROVAÇÃO DE PREPARO. DETERMINAÇÃO JUDICIAL PARA COMPROVAR O RECOLHIMENTO TEMPESTIVO OU REALIZAR O PAGAMENTO EM DOBRO, SOB PENA DE DESERÇÃO (CPC, ART. 1.007, § 3º). RECOLHIMENTO INCORRETO. PAGAMENTO EFETUADO NA FORMA SIMPLES, E NÃO EM DOBRO. COMPLEMENTO. NÃO CABIMENTO (CPC, ART. 1.007, § 4º). PRESSUPOSTO DE ADMISSIBILIDADE RECURSAL, AUSENTE. RECURSO DESERTO (CPC, ART. 1.007, “CAPUT”). NÃO CONHECIMENTO (CPC, ART. 932, III). I – RELATÓRIO",15ª Câmara Cível,José Ricardo Alvarez Vianna,Londrina,False,20230110
34,0014196-71.2011.8.16.00002,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563f606f67ca43589f6b0916c69d42af49cb0c8c3cf6544d248,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
1ª VICE-PRESIDÊNCIA",1ª Vice-Presidência,Luiz Osorio Moraes Panza,Paranaguá,False,20230110
35,0016606-19.2022.8.16.00004,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563cab386b57176f9d4a50b6147d9c2b063b0c8c3cf6544d248,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
1ª VICE-PRESIDÊNCIA",1ª Vice-Presidência,Luiz Osorio Moraes Panza,União da Vitória,False,20230110
36,0017482-48.2021.8.16.00192,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563e879f287245c4f8fafe8b279ff3d9d8fb0c8c3cf6544d248,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
1ª VICE-PRESIDÊNCIA
Autos nº. 0017482-48.2021.8.16.0019/2
Recurso: 0017482-48.2021.8.16.0019 Pet 2",1ª Vice-Presidência,Luiz Osorio Moraes Panza,Ponta Grossa,False,20230110
37,0074921-40.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925637b052fc0ec29965a8919ad108f3a0e82b0c8c3cf6544d248,20230110,"DIREITO PROCESSUAL CIVIL. CUMPRIMENTO DA SENTENÇA CONTRA A FAZENDA PÚBLICA. DECISÃO HOMOLOGATÓRIA DOS CÁLCULOS DO INSS. VALORES APONTADOS PELA AUTARQUIA PREVIDENCIÁRIA QUE NÃO DISCREPAM DOS SUSTENTADOS PELO AGRAVANTE, SENDO INCLUSIVE SUPERIORES (HONORÁRIOS). AUSÊNCIA DE INTERESSE RECURSAL. RECURSO QUE, ADEMAIS, NÃO DIALOGA COM A DECISÃO HOSTILIZADA. VIOLAÇÃO AO PRINCÍPIO DA DIALETICIDADE. INADMISSIBILIDADE RECURSAL. ART. 932, III, DO CPC. AGRAVO DE INSTRUMENTO NÃO CONHECIDO.",6ª Câmara Cível,Fernando Paulino da Silva Wolff Filho,Cascavel,False,20230110
38,0078076-51.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563b446ac39ffc4586dafe8b279ff3d9d8fb0c8c3cf6544d248,20230110,TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ 5ª CÂMARA CRIMINAL Autos nº. 0078076-51.2022.8.16.0000 HABEAS CORPUS. EXECUÇÃO PENAL. ALEGAÇÃO DA OCORRÊNCIA DE CONSTRANGIMENTO ILEGAL DECORRENTE DA TRANSFERÊNCIA AO ESTABELECIMENTO PRISIONAL APAC - ASSOCIAÇÃO QUE EXIGE O CUMPRIMENTO DE PENA EM REGIME FECHADO POR TRINTA DIAS PARA FINS DE ADAPTAÇÃO. LIMINAR INDEFERIDA. PREVISÃO DE RECURSO PRÓPRIO DE AGRAVO NA LEI DE EXECUÇÃO PENAL - ART. 197 DA LEP. NÃO CONHECIMENTO.,5ª Câmara Criminal,Humberto Goncalves Brito,* Não definida,False,20230110
39,0018627-67.2019.8.16.00011,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925632ac8208bd26d34b2a50b6147d9c2b063b0c8c3cf6544d248,20230110,"substituição à DESª. ELIZABETH M. F. ROCHA). EMBARGOS DE DECLARAÇÃO EM RECURSO DE APELAÇÃO CÍVEL. AÇÃO DE COBRANÇA DE SEGURO DE VIDA. SENTENÇA QUE JULGOU PROCEDENTES OS PEDIDOS INICIAIS MANTIDA POR ESTA CÂMARA. JUNTADA DE TERMO DE ACORDO APÓS A PUBLICAÇÃO DO ACÓRDÃO DA APELAÇÃO. HOMOLOGAÇÃO. POSSIBILIDADE. EXTINÇÃO DO FEITO COM RESOLUÇÃO DE MÉRITO. INTELIGÊNCIA DOS ARTIGOS 487, INCISO III, ALÍNEA B, E 932, INCISO I, DO CÓDIGO DE PROCESSO CIVIL E 182, INCISO XVI, DO REGIMENTO INTERNO DESTE E. TRIBUNAL DE JUSTIÇA. DECISÃO MONOCRÁTICA.",10ª Câmara Cível,Alexandre Kozechen,Curitiba,False,20230110
40,0077117-80.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925636cd4fe88ddbfa5fdafe8b279ff3d9d8fb0c8c3cf6544d248,20230110,DIREITO PENAL E PROCESSO PENAL. HABEAS CORPUS. PRISÃO PREVENTIVA. ALEGAÇÃO DE AUSÊNCIA DE REQUISITOS. AVENTADA POSSIBILIDADE DE APLICAÇÃO DE MEDIDAS CAUTELARES DIVERSAS. TESE DE QUE O PACIENTE POSSUI CONDIÇÕES PESSOAIS FAVORÁVEIS. MERA REITERAÇÃO DE PEDIDOS FORMULADOS EM IMPETRAÇÃO ANTERIOR. ORDEM NÃO CONHECIDA.,5ª Câmara Criminal,Humberto Goncalves Brito,Nova Esperança,False,20230110
41,0011004-05.2013.8.16.0116,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925634b7b0a76341812e3a30e793f58e62586b0c8c3cf6544d248,20230110,"APELAÇÃO CÍVEL Nº 11004-05.2013.8.16.0116, DA VARA DA
FAZENDA PÚBLICA DA COMARCA DE MATINHOS.
Vistos e etc...
1. O Município de Matinhos ajuizou (20.11.2013) ação de
execução fiscal em face de Espólio de Arlindo Silveira Pereira,
reclamando o pagamento do crédito tributário referente ao IPTU dos
anos de 2009 e 2010, inscrito em Dívida Ativa, conforme a certidão
n° 7949/2013, no valor de R$570,77.",1ª Câmara Cível,Lauri Caetano da Silva,Matinhos,False,20230110
42,0001291-78.2020.8.16.0142,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925636abf54b64d945297c24ca277cc503138b0c8c3cf6544d248,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
15ª CÂMARA CÍVEL",15ª Câmara Cível,Shiroshi Yendo,Rebouças,False,20230110
43,0022539-70.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563b4aff4cb1f457fe6a30e793f58e62586b0c8c3cf6544d248,20230110,DECISÃO MONOCRÁTICA. AÇÃO CIVIL PÚBLICA. DECISÃO AGRAVADA QUE DECRETOU A INDISPONIBILIDADE DE BENS. MEDIDA SUPERVENIENTEMENTE REVOGADA PELO JUÍZO DE ORIGEM. PERDA DO OBJETO. ESGOTAMENTO DO INTERESSE PROCESSUAL NO RECURSO EM APREÇO. AGRAVO DE INSTRUMENTO PREJUDICADO. RECURSO NÃO CONHECIDO.,4ª Câmara Cível,Maria Aparecida Blanco de Lima,Carlópolis,False,20230110
44,0023285-42.2020.8.16.0182,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae7269186cf7c04ed0ead3725bce1bf63ddea135fa909f8bf88bec55,20230110,"Avenida João Gualberto, 241 - Alto da Glória - CURITIBA/PR - CEP: 80.030-000 RECURSO INOMINADO. DECISÃO MONOCRÁTICA. SENTENÇA DE IMPROCEDÊNCIA. INSURGÊNCIA RECURSAL DA PARTE AUTORA. SERVIDOR PÚBLICO. MUNICÍPIO DE CURITIBA. GUARDA MUNICIPAL. PROGRESSÃO POR TITULAÇÃO. LEI MUNICIPAL Nº 14.522/2014. EXISTÊNCIA DE PARECER FAVORÁVEL AO AVANÇO FUNCIONAL. DEMORA INJUSTIFICADA DA ADMINISTRAÇÃO PÚBLICA NA CONCLUSÃO DA ANÁLISE DO REQUERIMENTO ADMINISTRATIVO. REQUISITOS PREENCHIDOS ANTES DA EDIÇÃO DA LEI MUNICIPAL Nº 15.043/2017. SUSPENSÃO DOS AVANÇOS QUE NÃO ALCANÇA A PARTE AUTORA. BENEFÍCIO PREVISTO EM LEI QUE INDEPENDE DE PREVISÃO ORÇAMENTÁRIA. TESE FIRMADA EM RECURSO ESPECIAL REPETITIVO PELO SUPERIOR TRIBUNAL DE JUSTIÇA. TEMA Nº 1075. SENTENÇA MANTIDA PELOS SEUS PRÓPRIOS FUNDAMENTOS. RECURSO CONHECIDO E PROVIDO. Dispensado o relatório, nos termos dos artigos 38 da Lei nº 9.099/95 e Enunciado 92, FONAJE. Inicialmente destaco que no caso em apreço é plenamente cabível o julgamento monocrático do recurso, ante a existência de entendimento dominante desta Turma quanto ao tema colocado em discussão e, levando em conta o que vem previsto na Súmula 568 do STJ, além do artigo 12, XIII, do Regimento Interno das Turmas Recursais dos Juizados Especiais Cíveis, Criminais e da Fazenda Pública do Estado do Paraná e do artigo 932 do Código de Processo Civil. Presentes os pressupostos processuais viabilizadores para admissibilidade dos presentes recursos, razão pela qual merecem ser conhecidos. Cinge-se a insurgência recursal acerca da aferição do direito da recorrente em obter a progressão funcional e implementação de efeitos financeiros devidos, mormente a presença de parecer favorável e sem decisão de deferimento ou indeferimento da administração pública. O avanço por titulação independe da análise de conveniência e oportunidade pela Administração Pública, bastando que o servidor cumpra os requisitos objetivos exigidos pela lei para que faça jus ao cumprimento do dispositivo, tendo em vista que sua concessão é ato vinculado. In casu, incontroverso que o recorrente obteve parecer favorável no âmbito do processo administrativo, sem, todavia, obter deliberação sobre o deferimento ou indeferimento do procedimento administrativo de forma injustificada (seq. 1.4, fls. 06/11). Portanto, a paralização ou inércia injustificada do procedimento administrativo no âmbito da administração pública não é fato imputável ao servidor, pelo que faz jus à obtenção da progressão pretendida. A suspensão das progressões previstas no Plano de Cargos e Salários dos Servidores do Município de Curitiba pela Lei 15.043/2017 não se aplica ao presente caso, posto que os requisitos necessários ao avanço por titulação são anteriores à publicação da aludida lei. A alegação de indisponibilidade orçamentária também não é óbice ao recebimento dos valores referentes ao avanço por titulação, uma vez que a Lei Municipal nº 14.522/2014 ao prever tal direito, analisou as diretrizes orçamentárias capazes de efetivar o recebimento do avanço. Nesse sentido a C. 4ª Turma Recursal: DECISÃO MONOCRÁTICA – JUIZADO ESPECIAL DA FAZENDA PÚBLICA – SERVIDOR PÚBLICO DO MUNICÍPIO DE CURITIBA/PR – GUARDA MUNICIPAL – PEDIDO DE AVANÇO FUNCIONAL POR TITULAÇÃO – ATRASO INJUSTIFICADO NA IMPLANTAÇÃO DO BENEFÍCIO PREVISTO NA LEI MUNICIPAL Nº 14.522/2014 – REQUISITOS OBJETIVOS PREENCHIDOS ANTES DA SUSPENSÃO PREVISTA NA LEI Nº 15.043/2017 – DIFERENÇAS SALARIAIS DEVIDAS – SENTENÇA MANTIDA. Recurso conhecido e desprovido. Com arrimo no artigo 932 do Código de Processo Civil, em liame com a Súmula sob o nº 568 do Superior Tribunal de Justiça e na forma estabelecida do artigo 12, inciso XIII, do Regimento Interno das Turmas Recursais dos Juizados Especiais deste Tribunal, os quais permitem ao relator dar prosseguimento ao recurso quando houver entendimento dominante acerca do tema, passo a julgar monocraticamente o caso abordado nos autos. (TJPR - 4ª Turma Recursal - 0021912- 73.2020.8.16.0182 - Curitiba - Rel.: JUIZ DE DIREITO DA TURMA RECURSAL DOS JUIZADOS ESPECIAIS MARCO VINICIUS SCHIEBEL - J. 19.07.2022).",2ª Turma Recursal Suplementar dos Juizados Especiais,Bruno Oliveira Dias,Curitiba,False,20230110
45,0002180-62.2021.8.16.01533,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae726918ffc54b73c7edfd671d8c17947faf61b9fa909f8bf88bec55,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ TURMA RECURSAL REUNIDA DOS JUIZADOS ESPECIAIS Autos nº. 0002180-62.2021.8.16.0153/3 Recurso: 0002180-62.2021.8.16.0153 AIRE 3 Classe Processual: Agravo de Instrumento em Recurso Extraordinário Assunto Principal: Práticas Abusivas Agravante(s): AYMORE CREDITO, FINANCIAMENTO E INVESTIMENTO S.A. Agravado(s): ANTONIO KELVIN DE PINHO MOTA Vistos. Trata-se de Agravo em Recurso Extraordinário interposto por Aymoré Crédito, Financiamento E Investimento S/A em face de decisão desta Presidência que, aplicando entendimento sedimentado pelo STF em regime de repercussão geral, negou seguimento ao Recurso Extraordinário interposto com fundamento no artigo 1.030, inciso I, alínea “a”, do CPC. Em que pese as alegações da parte agravante, o presente recurso não merece conhecimento. Isso porque o art. 1.042 do Código de Processo Civil é expresso sobre o não cabimento de agravo dirigido ao STF nas hipóteses em que a negativa de seguimento do recurso extraordinário tiver-se dado exclusivamente com base na sistemática da repercussão geral, sendo essa decisão passível de impugnação somente por agravo interno (art. 1.030, § 2º, do CPC/2015) Nesse sentido: “EMBARGOS DE DECLARAÇÃO NOS EMBARGOS DE DECLARAÇÃO NO RECURSO EXTRAORDINÁRIO COM AGRAVO. CONVERSÃO EM AGRAVO REGIMENTAL. PROCESSUAL CIVIL. APLICAÇÃO DA SISTEMÁTICA DA REPERCUSSÃO GERAL NA ORIGEM: AUSÊNCIA DE PREVISÃO LEGAL DE RECURSO PARA O SUPREMO TRIBUNAL FEDERAL. AGRAVO REGIMENTAL AO QUAL SE NEGA PROVIMENTO” (ARE nº 1.109.295/RS-ED-ED, Tribunal Pleno, Rel. Min. Cármen Lúcia - Presidente, DJe de 25/9/18). Diante do exposto, com fundamento no artigo 932, inciso III, do Código de Processo Civil, não conheço o recurso interposto, por ser manifestamente incabível. Intimem-se. Curitiba, data da assinatura digital. Fernando Swain Ganem Presidente da Turma Recursal Reunida do Paraná",Turma Recursal Reunida dos Juizados Especiais,Fernando Swain Ganem,Santo Antônio da Platina,False,20230110
46,0000016-64.2009.8.16.00182,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae72691849f30b81d4029f21b0916c69d42af49cfa909f8bf88bec55,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ TURMA RECURSAL ÚNICA Autos nº. 0000016-64.2009.8.16.0018/2 Recurso: 0000016-64.2009.8.16.0018 Pet 2 Classe Processual: Petição Cível Assunto Principal: Correção Monetária Requerente(s): HSBC BANK BRASIL S/A - BANCO MULTIPLO Requerido(s): MARCOS BRUNO BILHA VIEIRA Vistos. 1. Homologo o acordo entabulado entre as partes (movimento nº 10) e, com fulcro no art. 487, III, ""b"", do Código de Processo Civil, julgo extinto o processo, com resolução de mérito. 2. Oportunamente, certifique-se o trânsito em julgados nos autos e remetam-se ao juízo de origem. Intimem-se. Diligências necessárias. Curitiba, data da assinatura digital. Fernando Swain Ganem Presidente da Turma Recursal Reunida do Paraná",Turma Recursal Única,Fernando Swain Ganem,Maringá,False,20230110
47,0000746-08.2020.8.16.00453,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae7269183585d9fa556b55cda50b6147d9c2b063fa909f8bf88bec55,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ TURMA RECURSAL REUNIDA DOS JUIZADOS ESPECIAIS Autos nº. 0000746-08.2020.8.16.0045/3 Recurso: 0000746-08.2020.8.16.0045 AIRE 3 Classe Processual: Agravo de Instrumento em Recurso Extraordinário Assunto Principal: Indenização por Dano Material Agravante(s): WILLIAN VIEIRA MACHADO Agravado(s): EDITORA E DISTRIBUIDORA EDUCACIONAL S/A Vistos. Trata-se de Agravo em Recurso Extraordinário interposto por Willian Vieira Machado em face de decisão desta Presidência que, aplicando o entendimento sedimentado pelo STF no Tema nº 800, negou seguimento ao Recurso Extraordinário interposto. Em que pese as alegações da parte agravante, o presente recurso não merece conhecimento. Isso porque sendo proferida uma decisão negatória de seguimento a Recurso Extraordinário com base no artigo 1030, inciso I, alínea “a” do Código de Processo Civil – como no caso dos presentes autos – o correto seria a interposição de Agravo Interno a ser analisado pelo Tribunal a quo, conforme disciplina o artigo 1.030, §2º, do Código de Processo Civil de 2015. Diante do exposto, com fundamento no artigo 932, inciso III, do Código de Processo Civil, não conheço do recurso interposto, por ser manifestamente incabível. Intimem-se. Curitiba, data da assinatura digital. Fernando Swain Ganem Presidente da Turma Recursal Reunida do Paraná",Turma Recursal Reunida dos Juizados Especiais,Fernando Swain Ganem,Arapongas,False,20230110
48,0002412-91.2021.8.16.0018,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae72691880f1c207cd55ccda5bce1bf63ddea135fa909f8bf88bec55,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ 5ª TURMA RECURSAL DOS JUIZADOS ESPECIAIS Autos nº. 0002412-91.2021.8.16.0018 Recurso: 0002412-91.2021.8.16.0018 Classe Processual: Recurso Inominado Cível Assunto Principal: Indenização por Dano Material Recorrente(s): HDI SEGUROS S.A. LEANDRO RIBEIRO ZAPAROLI Recorrido(s): HDI SEGUROS S.A. LEANDRO RIBEIRO ZAPAROLI POSTO ROCHA POMBO LTDA 1. Conforme o art. 932, Inc. I, do CPC: “Art. 932. Incumbe ao relator: I - dirigir e ordenar o processo no tribunal, inclusive em relação à produção de prova, bem como, quando for o caso, homologar autocomposição das partes [...]”. 2. Tendo em vista o acordo juntado aos autos em mov.13.1, assinado digitalmente pelo advogado da reclamada HDI SEGUROS S/A e havendo concordância do reclamado POSTO ROCHA POMBO LTDA (mov.22.1) e da parte reclamante (mov. 21.1), os quais têm poderes para firmar acordos (movs. 18.1, 24.2 e 73.3) HOMOLOGO, para que surtam seus legais e jurídicos efeitos o acordo celebrado entre as partes e determino a extinção do presente feito, com resolução de mérito, nos termos do artigo 487, inciso III, alínea b do CPC. 3. Custas e honorários na forma acordada. 4. Intimações e diligências necessárias. 5. Oportunamente, determino a baixa dos autos ao Juízo de origem. Curitiba, data da assinatura eletrônica. Júlia Barreto Campêlo Juíza Relatora",5ª Turma Recursal dos Juizados Especiais,Júlia Barreto Campelo,Maringá,False,20230110
49,0003157-54.2021.8.16.01533,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae7269180f2681c1aaaa2ec88919ad108f3a0e82fa909f8bf88bec55,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ TURMA RECURSAL REUNIDA DOS JUIZADOS ESPECIAIS Autos nº. 0003157-54.2021.8.16.0153/3 Recurso: 0003157-54.2021.8.16.0153 AIRE 3 Classe Processual: Agravo de Instrumento em Recurso Extraordinário Assunto Principal: Práticas Abusivas Agravante(s): AYMORE CREDITO, FINANCIAMENTO E INVESTIMENTO S.A. Agravado(s): ANTONIO KELVIN DE PINHO MOTA Vistos. Trata-se de Agravo em Recurso Extraordinário interposto por AYMORÉ CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A em face de decisão desta Presidência que, aplicando entendimento sedimentado pelo STF em regime de repercussão geral, negou seguimento ao Recurso Extraordinário interposto com fundamento no artigo 1.030, inciso I, alínea “a”, do CPC. Em que pese as alegações da parte agravante, o presente recurso não merece conhecimento. Isso porque o art. 1.042 do Código de Processo Civil é expresso sobre o não cabimento de agravo dirigido ao STF nas hipóteses em que a negativa de seguimento do recurso extraordinário tiver-se dado exclusivamente com base na sistemática da repercussão geral, sendo essa decisão passível de impugnação somente por agravo interno (art. 1.030, § 2º, do CPC/2015) Nesse sentido: “EMBARGOS DE DECLARAÇÃO NOS EMBARGOS DE DECLARAÇÃO NO RECURSO EXTRAORDINÁRIO COM AGRAVO. CONVERSÃO EM AGRAVO REGIMENTAL. PROCESSUAL CIVIL. APLICAÇÃO DA SISTEMÁTICA DA REPERCUSSÃO GERAL NA ORIGEM: AUSÊNCIA DE PREVISÃO LEGAL DE RECURSO PARA O SUPREMO TRIBUNAL FEDERAL. AGRAVO REGIMENTAL AO QUAL SE NEGA PROVIMENTO” (ARE nº 1.109.295/RS-ED-ED, Tribunal Pleno, Rel. Min. Cármen Lúcia - Presidente, DJe de 25/9/18). Diante do exposto, com fundamento no artigo 932, inciso III, do Código de Processo Civil, não conheço o recurso interposto, por ser manifestamente incabível. Intimem-se. Curitiba, data da assinatura digital. Fernando Swain Ganem Presidente da Turma Recursal Reunida do Paraná",Turma Recursal Reunida dos Juizados Especiais,Fernando Swain Ganem,Santo Antônio da Platina,False,20230110
50,0000451-32.2021.8.16.01751,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae7269186abacf600041b2a5c24ca277cc503138fa909f8bf88bec55,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ 4ª TURMA RECURSAL DOS JUIZADOS ESPECIAIS Autos nº. 0000451-32.2021.8.16.0175/1 Recurso: 0000451-32.2021.8.16.0175 Pet 1 Classe Processual: Petição Cível Assunto Principal: Tempo de Serviço Requerente(s): Marcos Roberto dos Santos Requerido(s): ESTADO DO PARANÁ PARANÁPREVIDÊNCIA Vistos. Deixo de conhecer o presente Recurso Especial, tendo em vista que, conforme estabelece a Constituição Federal, em seu art. 105, III, “compete ao Superior Tribunal de Justiça, julgar, em recurso especial, as causas decididas, em única ou última instância, pelos Tribunais Regionais Federais ou pelos Tribunais dos Estados, do Distrito Federal e Territórios, quando a decisão recorrida (...). Assim, não é cabível a interposição de Recurso Especial contra decisão proferida por Turma Recursal dos Juizados Especiais, entendimento este já consolidado perante o Superior Tribunal de Justiça através da Súmula 203, que assim dispõe: ""Não cabe recurso especial contra decisão proferida por órgão de segundo grau dos Juizados Especiais"". Acerca do tema, cumpre ainda citar o seguinte julgado: AGRAVO REGIMENTAL NO AGRAVO EM RECURSO ESPECIAL. PROCESSUAL PENAL. INTERPOSIÇÃO DE APELO NOBRE CONTRA ACÓRDÃO PROFERIDO POR TURMA DE UNIFORMIZAÇÃO DE JUIZADO ESPECIAL. INCABÍVEL. APLICAÇÃO DA SÚMULA N. 203 DO SUPERIOR TRIBUNAL DE JUSTIÇA. PRECEDENTES. AGRAVO REGIMENTAL DESPROVIDO.1. Não cabe recurso especial contra acórdão proferido pela Turma de Uniformização dos Juizados Especiais, aplicando-se à matéria, por analogia, a Súmula n. 203/STJ, in verbis: ""Não cabe recurso especial contra decisão proferida por órgão de segundo grau dos Juizados Especiais. ""2. Agravo regimental desprovido. (AgRg no AREsp n. 1.957.973/SP, relatora Ministra Laurita Vaz, Sexta Turma, DJe de 30 /11/2021.) PROCESSUAL CIVIL. AGRAVO INTERNO NOS EMBARGOS DE DECLARAÇÃO NO AGRAVO EM RECURSO ESPECIAL. RECURSO ESPECIAL INTERPOSTO CONTRA DECISÃO DE TURMA RECURSAL DE JUIZADO ESPECIAL. NÃO CABIMENTO. SÚMULA 203 DO SUPERIOR TRIBUNAL DE JUSTIÇA. AGRAVO INTERNO NÃO PROVIDO. 1. ""Não cabe recurso especial contra decisão proferida por órgão de segundo grau dos Juizados Especiais"" (Súmula 203 do Superior Tribunal de Justiça).2. Agravo interno a que se nega provimento. (AgInt nos EDcl no AREsp n. 1.654.615/PR, relator Ministro Raul Araújo, Quarta Turma, DJe de 4/8/2021.) Intimem-se e oportunamente remetam-se os autos ao juizado de origem. Curitiba, data da assinatura digital. Fernando Swain Ganem Presidente da Turma Recursal Reunida do Paraná",4ª Turma Recursal,Fernando Swain Ganem,Uraí,False,20230110
